client_id,activity_date,activity_type,activity_result,activity_value,channel
C000560,2025-04-05,APP_LOGIN,SUCCESS,804.42,Mobile App
C003673,2025-01-05,CALL,NO_RESPONSE,1038.1,Mobile App
C007405,2025-03-26,EMAIL,SUCCESS,1107.24,Call Center
C003344,2025-02-18,APP_LOGIN,SUCCESS,305.29,Mobile App
C004071,2025-01-26,EMAIL,SUCCESS,628.68,Mobile App
C009663,2025-03-12,EMAIL,SUCCESS,6.37,Call Center
C000581,2025-06-07,CALL,SUCCESS,717.13,Mobile App
C007005,2025-04-08,CALL,SUCCESS,281.75,Call Center
C008131,2025-06-05,APP_LOGIN,SUCCESS,3492.62,Branch
C003148,2025-05-06,CALL,SUCCESS,58.48,Mobile App
C004250,2025-01-14,TXN,SUCCESS,311.29,Mobile App
C001680,2025-01-18,CALL,FAIL,3025.61,Mobile App
C003507,2025-02-26,CALL,NO_RESPONSE,265.37,Mobile App
C007254,2025-01-25,EMAIL,NO_RESPONSE,274.26,Mobile App
C002745,2025-03-11,APP_LOGIN,SUCCESS,655.4,Mobile App
C009436,2025-05-13,APP_LOGIN,SUCCESS,757.61,Mobile App
C005189,2025-06-30,EMAIL,SUCCESS,680.12,Website
C002142,2025-03-26,EMAIL,SUCCESS,844.33,Mobile App
C006618,2025-02-08,TXN,SUCCESS,2105.51,Mobile App
C002480,2025-04-24,SMS,NO_RESPONSE,1292.17,Mobile App
C006485,2025-01-11,SMS,SUCCESS,440.81,Branch
C009828,2025-04-12,APP_LOGIN,NO_RESPONSE,763.58,Mobile App
C007422,2025-01-25,SMS,SUCCESS,730.01,Mobile App
C009950,2025-06-07,SMS,SUCCESS,267.68,Website
C004453,2025-01-02,APP_LOGIN,SUCCESS,71.23,Call Center
C005882,2025-02-05,TXN,NO_RESPONSE,1700.9,Website
C006666,2025-02-06,APP_LOGIN,SUCCESS,2666.8,Mobile App
C002850,2025-01-02,EMAIL,FAIL,8.2,Mobile App
C007391,2025-04-18,TXN,SUCCESS,64.44,Mobile App
C006906,2025-06-24,APP_LOGIN,SUCCESS,52.4,Mobile App
C002490,2025-04-01,APP_LOGIN,SUCCESS,2039.38,Mobile App
C009824,2025-04-06,APP_LOGIN,SUCCESS,670.83,Website
C009208,2025-01-04,APP_LOGIN,SUCCESS,690.08,Mobile App
C009541,2025-04-04,APP_LOGIN,SUCCESS,572.06,Mobile App
C004612,2025-02-15,APP_LOGIN,NO_RESPONSE,715.9,Mobile App
C002840,2025-04-19,TXN,SUCCESS,95.81,Mobile App
C008528,2025-04-12,SMS,SUCCESS,2444.23,Mobile App
C005879,2025-06-13,EMAIL,SUCCESS,1237.06,Branch
C009088,2025-03-06,SMS,SUCCESS,2713.41,Branch
C006304,2025-02-25,APP_LOGIN,SUCCESS,22.38,Mobile App
C000852,2025-02-04,APP_LOGIN,NO_RESPONSE,1121.82,Mobile App
C001688,2025-04-29,TXN,SUCCESS,1647.86,Mobile App
C006834,2025-04-11,EMAIL,SUCCESS,1868.46,Mobile App
C002428,2025-01-23,APP_LOGIN,SUCCESS,420.41,Mobile App
C009761,2025-03-19,EMAIL,SUCCESS,377.74,Call Center
C004001,2025-02-13,APP_LOGIN,FAIL,2114.94,Mobile App
C005053,2025-01-01,SMS,NO_RESPONSE,810.19,Mobile App
C002739,2025-05-20,TXN,NO_RESPONSE,762.57,Mobile App
C005733,2025-05-21,APP_LOGIN,SUCCESS,216.07,Mobile App
C005388,2025-06-04,APP_LOGIN,SUCCESS,48.5,Website
C008003,2025-01-20,CALL,NO_RESPONSE,1196.89,Call Center
C005537,2025-04-21,APP_LOGIN,NO_RESPONSE,63.06,Website
C003914,2025-04-22,SMS,NO_RESPONSE,435.48,Website
C001067,2025-04-08,EMAIL,NO_RESPONSE,2141.12,Branch
C007724,2025-01-06,APP_LOGIN,SUCCESS,2417.98,Call Center
C004381,2025-05-16,EMAIL,SUCCESS,437.0,Mobile App
C004108,2025-01-21,CALL,SUCCESS,512.12,Website
C005727,2025-04-13,SMS,SUCCESS,874.84,Mobile App
C003374,2025-05-29,APP_LOGIN,NO_RESPONSE,4038.7,Mobile App
C008946,2025-02-14,EMAIL,FAIL,599.92,Mobile App
C002083,2025-03-11,APP_LOGIN,SUCCESS,1553.84,Mobile App
C008968,2025-04-15,SMS,SUCCESS,604.2,Mobile App
C006749,2025-06-21,SMS,SUCCESS,108.17,Mobile App
C009818,2025-06-07,EMAIL,FAIL,980.98,Mobile App
C000418,2025-05-18,EMAIL,SUCCESS,373.75,Website
C008307,2025-03-16,EMAIL,SUCCESS,898.33,Mobile App
C008809,2025-01-01,EMAIL,SUCCESS,301.22,Mobile App
C003975,2025-05-18,CALL,FAIL,484.13,Call Center
C003268,2025-06-02,SMS,SUCCESS,724.41,Mobile App
C000826,2025-03-24,EMAIL,SUCCESS,418.82,Branch
C007669,2025-03-15,TXN,NO_RESPONSE,3057.26,Mobile App
C005746,2025-04-21,APP_LOGIN,SUCCESS,833.44,Mobile App
C009709,2025-01-14,SMS,FAIL,2957.12,Website
C000413,2025-05-11,EMAIL,SUCCESS,139.05,Website
C007544,2025-06-17,SMS,SUCCESS,421.91,Branch
C007588,2025-06-10,EMAIL,SUCCESS,722.38,Mobile App
C000729,2025-05-15,TXN,SUCCESS,2144.45,Call Center
C007165,2025-04-18,EMAIL,SUCCESS,578.33,Mobile App
C008868,2025-01-03,EMAIL,SUCCESS,1208.19,Mobile App
C005989,2025-04-29,APP_LOGIN,SUCCESS,961.92,Website
C002505,2025-06-14,TXN,NO_RESPONSE,6.82,Website
C002968,2025-04-03,APP_LOGIN,SUCCESS,1043.3,Branch
C002787,2025-06-03,CALL,SUCCESS,860.95,Website
C001123,2025-04-01,TXN,SUCCESS,385.53,Website
C004080,2025-01-25,APP_LOGIN,SUCCESS,757.89,Mobile App
C001572,2025-06-17,EMAIL,FAIL,60.43,Mobile App
C005074,2025-02-12,CALL,SUCCESS,79.78,Mobile App
C005105,2025-04-25,APP_LOGIN,NO_RESPONSE,1358.01,Mobile App
C002144,2025-04-04,EMAIL,SUCCESS,1887.38,Mobile App
C009880,2025-02-13,APP_LOGIN,SUCCESS,732.7,Mobile App
C006807,2025-01-29,CALL,SUCCESS,850.73,Mobile App
C007358,2025-04-01,APP_LOGIN,SUCCESS,37.13,Call Center
C003441,2025-02-26,CALL,SUCCESS,403.95,Mobile App
C003767,2025-04-18,APP_LOGIN,SUCCESS,4749.54,Branch
C005645,2025-05-17,TXN,NO_RESPONSE,1260.69,Mobile App
C002915,2025-01-22,APP_LOGIN,SUCCESS,206.86,Call Center
C004969,2025-03-11,TXN,SUCCESS,2674.16,Branch
C005918,2025-01-06,APP_LOGIN,NO_RESPONSE,1237.64,Mobile App
C008788,2025-06-04,APP_LOGIN,SUCCESS,1307.24,Mobile App
C000729,2025-05-02,SMS,SUCCESS,1357.95,Call Center
C001366,2025-04-28,EMAIL,SUCCESS,87.9,Mobile App
C004493,2025-02-21,EMAIL,NO_RESPONSE,1126.57,Call Center
C000699,2025-03-11,CALL,NO_RESPONSE,323.22,Call Center
C007187,2025-06-26,EMAIL,SUCCESS,1718.88,Mobile App
C000396,2025-04-03,SMS,SUCCESS,741.56,Call Center
C007401,2025-05-31,EMAIL,SUCCESS,262.85,Website
C008083,2025-03-22,SMS,FAIL,1347.3,Mobile App
C004172,2025-05-29,SMS,SUCCESS,347.67,Mobile App
C004361,2025-03-15,APP_LOGIN,SUCCESS,1081.63,Mobile App
C002503,2025-04-17,SMS,NO_RESPONSE,739.71,Mobile App
C000718,2025-05-16,APP_LOGIN,SUCCESS,695.43,Website
C002783,2025-01-14,TXN,SUCCESS,1349.93,Mobile App
C004947,2025-01-31,SMS,NO_RESPONSE,1352.24,Mobile App
C005487,2025-06-28,APP_LOGIN,SUCCESS,848.34,Call Center
C008336,2025-05-26,APP_LOGIN,SUCCESS,141.75,Mobile App
C004981,2025-06-24,SMS,FAIL,526.75,Call Center
C007267,2025-04-04,CALL,NO_RESPONSE,3672.48,Mobile App
C004492,2025-03-23,EMAIL,SUCCESS,253.34,Mobile App
C007193,2025-06-29,CALL,SUCCESS,276.95,Mobile App
C005589,2025-06-14,APP_LOGIN,SUCCESS,281.57,Mobile App
C007652,2025-01-30,EMAIL,SUCCESS,294.69,Branch
C003637,2025-01-30,TXN,FAIL,502.69,Mobile App
C001168,2025-04-10,APP_LOGIN,SUCCESS,2549.62,Call Center
C001063,2025-02-17,APP_LOGIN,SUCCESS,115.01,Mobile App
C002157,2025-06-16,TXN,NO_RESPONSE,2600.59,Mobile App
C007861,2025-01-27,SMS,SUCCESS,252.67,Call Center
C005162,2025-05-24,CALL,SUCCESS,671.69,Call Center
C005306,2025-06-09,TXN,SUCCESS,1829.38,Call Center
C006542,2025-06-06,TXN,SUCCESS,1368.48,Call Center
C004730,2025-06-29,EMAIL,SUCCESS,4195.81,Call Center
C009349,2025-04-04,APP_LOGIN,NO_RESPONSE,292.68,Mobile App
C007331,2025-01-15,CALL,NO_RESPONSE,294.64,Mobile App
C005335,2025-02-13,CALL,NO_RESPONSE,1289.62,Branch
C008925,2025-05-31,APP_LOGIN,NO_RESPONSE,3873.75,Mobile App
C004331,2025-02-17,EMAIL,NO_RESPONSE,4600.97,Call Center
C008011,2025-05-31,TXN,SUCCESS,155.8,Mobile App
C006802,2025-04-24,APP_LOGIN,SUCCESS,3808.67,Mobile App
C004847,2025-05-05,APP_LOGIN,SUCCESS,39.0,Call Center
C006732,2025-01-14,CALL,FAIL,198.77,Call Center
C007242,2025-02-23,TXN,SUCCESS,1024.31,Mobile App
C000954,2025-04-02,CALL,SUCCESS,627.78,Mobile App
C002540,2025-06-20,APP_LOGIN,FAIL,1008.42,Website
C007057,2025-06-22,APP_LOGIN,SUCCESS,281.67,Mobile App
C001543,2025-05-30,CALL,FAIL,707.17,Mobile App
C005294,2025-05-04,TXN,SUCCESS,1302.28,Mobile App
C001192,2025-03-02,EMAIL,SUCCESS,202.58,Call Center
C006314,2025-01-18,APP_LOGIN,SUCCESS,2765.14,Website
C006939,2025-06-21,APP_LOGIN,NO_RESPONSE,1672.25,Mobile App
C002682,2025-03-27,CALL,SUCCESS,1382.22,Mobile App
C009410,2025-05-26,TXN,SUCCESS,1156.94,Website
C001541,2025-02-26,EMAIL,SUCCESS,183.72,Mobile App
C006173,2025-03-26,EMAIL,SUCCESS,2387.85,Website
C005542,2025-01-15,CALL,FAIL,787.46,Mobile App
C009581,2025-04-16,EMAIL,NO_RESPONSE,111.15,Call Center
C001366,2025-02-27,APP_LOGIN,SUCCESS,2642.99,Mobile App
C008692,2025-05-10,EMAIL,NO_RESPONSE,1040.03,Mobile App
C009873,2025-01-14,SMS,SUCCESS,1694.96,Website
C008703,2025-01-21,APP_LOGIN,SUCCESS,790.25,Mobile App
C007495,2025-06-20,TXN,SUCCESS,1797.41,Mobile App
C004313,2025-02-14,APP_LOGIN,FAIL,1952.95,Call Center
C001325,2025-02-03,CALL,SUCCESS,824.2,Call Center
C009348,2025-04-27,SMS,SUCCESS,655.98,Mobile App
C003142,2025-03-12,APP_LOGIN,SUCCESS,839.48,Website
C007420,2025-03-20,TXN,SUCCESS,91.57,Call Center
C003487,2025-01-12,APP_LOGIN,SUCCESS,2469.17,Call Center
C001811,2025-05-03,SMS,FAIL,1856.04,Branch
C006589,2025-01-07,EMAIL,NO_RESPONSE,1143.81,Mobile App
C002924,2025-03-10,SMS,SUCCESS,979.26,Call Center
C005302,2025-04-21,EMAIL,NO_RESPONSE,55.98,Website
C004187,2025-04-13,APP_LOGIN,SUCCESS,8.53,Branch
C008906,2025-04-27,TXN,SUCCESS,355.11,Website
C005978,2025-06-05,TXN,NO_RESPONSE,2901.12,Mobile App
C004269,2025-04-08,TXN,SUCCESS,1597.3,Website
C004749,2025-01-25,TXN,SUCCESS,676.21,Mobile App
C004850,2025-03-07,SMS,NO_RESPONSE,846.81,Call Center
C009436,2025-02-20,APP_LOGIN,SUCCESS,1522.86,Mobile App
C003710,2025-06-11,SMS,SUCCESS,203.4,Branch
C009274,2025-06-23,CALL,SUCCESS,888.79,Mobile App
C006620,2025-06-24,TXN,NO_RESPONSE,606.67,Mobile App
C008648,2025-04-30,CALL,SUCCESS,2274.28,Mobile App
C009087,2025-06-09,CALL,SUCCESS,567.46,Mobile App
C009577,2025-05-05,CALL,SUCCESS,652.08,Mobile App
C003073,2025-05-20,CALL,SUCCESS,1482.36,Mobile App
C006531,2025-05-05,CALL,SUCCESS,153.43,Mobile App
C000505,2025-05-27,APP_LOGIN,FAIL,577.99,Mobile App
C001215,2025-02-16,TXN,NO_RESPONSE,4412.54,Call Center
C001532,2025-06-15,APP_LOGIN,SUCCESS,43.93,Website
C007577,2025-05-18,APP_LOGIN,NO_RESPONSE,3529.89,Mobile App
C000824,2025-01-10,APP_LOGIN,SUCCESS,437.58,Branch
C000929,2025-04-09,SMS,SUCCESS,85.8,Call Center
C005030,2025-02-10,TXN,SUCCESS,2316.84,Branch
C000134,2025-02-24,SMS,SUCCESS,954.84,Mobile App
C002106,2025-04-28,CALL,FAIL,669.1,Mobile App
C003628,2025-04-25,APP_LOGIN,SUCCESS,2178.3,Mobile App
C006317,2025-02-12,TXN,SUCCESS,1004.19,Mobile App
C001853,2025-06-15,EMAIL,SUCCESS,2711.27,Call Center
C004911,2025-06-04,EMAIL,NO_RESPONSE,255.34,Mobile App
C004176,2025-02-01,APP_LOGIN,SUCCESS,470.37,Branch
C005349,2025-04-25,APP_LOGIN,SUCCESS,267.57,Mobile App
C009443,2025-03-12,TXN,SUCCESS,2619.13,Mobile App
C006191,2025-06-25,SMS,SUCCESS,890.61,Mobile App
C001257,2025-01-26,APP_LOGIN,SUCCESS,1640.75,Mobile App
C003377,2025-02-27,EMAIL,SUCCESS,1111.79,Website
C005646,2025-03-17,TXN,SUCCESS,459.39,Website
C003487,2025-06-01,SMS,NO_RESPONSE,820.48,Mobile App
C003585,2025-04-24,APP_LOGIN,SUCCESS,721.8,Mobile App
C009589,2025-06-23,APP_LOGIN,SUCCESS,694.29,Website
C008054,2025-06-09,EMAIL,SUCCESS,1927.38,Mobile App
C003331,2025-05-24,EMAIL,FAIL,2361.76,Mobile App
C002704,2025-03-31,APP_LOGIN,SUCCESS,182.7,Mobile App
C008663,2025-05-21,EMAIL,SUCCESS,302.14,Mobile App
C008121,2025-04-12,CALL,SUCCESS,391.55,Mobile App
C007115,2025-01-06,TXN,NO_RESPONSE,45.55,Branch
C001354,2025-05-20,EMAIL,SUCCESS,228.55,Mobile App
C005064,2025-05-17,SMS,NO_RESPONSE,6027.76,Website
C008550,2025-03-25,APP_LOGIN,SUCCESS,165.47,Mobile App
C007576,2025-02-28,TXN,SUCCESS,2162.41,Mobile App
C000668,2025-03-08,CALL,SUCCESS,3096.88,Branch
C004469,2025-06-01,APP_LOGIN,SUCCESS,1626.56,Mobile App
C009338,2025-01-15,SMS,SUCCESS,1728.86,Branch
C006820,2025-03-04,TXN,SUCCESS,316.58,Website
C003720,2025-02-19,APP_LOGIN,SUCCESS,48.65,Mobile App
C002746,2025-04-06,CALL,SUCCESS,1933.41,Website
C007484,2025-01-21,EMAIL,NO_RESPONSE,136.82,Mobile App
C000540,2025-01-01,CALL,SUCCESS,3434.23,Mobile App
C004965,2025-05-06,APP_LOGIN,NO_RESPONSE,568.11,Branch
C004836,2025-01-11,SMS,SUCCESS,1339.34,Call Center
C003776,2025-05-30,CALL,FAIL,0.33,Mobile App
C006043,2025-04-18,CALL,SUCCESS,203.16,Call Center
C007103,2025-04-12,TXN,NO_RESPONSE,198.3,Call Center
C007313,2025-03-29,TXN,SUCCESS,77.57,Call Center
C005321,2025-05-15,EMAIL,SUCCESS,3.65,Mobile App
C006133,2025-04-23,APP_LOGIN,NO_RESPONSE,199.15,Call Center
C007892,2025-06-26,APP_LOGIN,SUCCESS,1451.51,Mobile App
C002780,2025-04-10,APP_LOGIN,SUCCESS,197.18,Call Center
C000925,2025-05-09,EMAIL,SUCCESS,1799.78,Website
C001582,2025-03-06,SMS,NO_RESPONSE,649.31,Website
C007715,2025-03-05,CALL,SUCCESS,122.29,Website
C003325,2025-06-03,CALL,SUCCESS,2891.53,Call Center
C005714,2025-01-17,CALL,SUCCESS,734.44,Mobile App
C007027,2025-05-19,CALL,SUCCESS,1850.86,Mobile App
C000256,2025-05-05,SMS,SUCCESS,951.85,Mobile App
C004805,2025-01-10,APP_LOGIN,SUCCESS,347.04,Mobile App
C001839,2025-03-07,CALL,SUCCESS,1303.48,Mobile App
C000010,2025-02-01,APP_LOGIN,NO_RESPONSE,657.15,Mobile App
C002872,2025-01-16,EMAIL,SUCCESS,2812.1,Mobile App
C008990,2025-04-22,CALL,SUCCESS,390.44,Call Center
C007410,2025-01-26,CALL,SUCCESS,1645.4,Mobile App
C007419,2025-04-14,APP_LOGIN,SUCCESS,286.73,Branch
C005125,2025-03-15,CALL,SUCCESS,411.88,Mobile App
C001016,2025-04-10,APP_LOGIN,NO_RESPONSE,334.67,Call Center
C002194,2025-04-04,CALL,NO_RESPONSE,1935.11,Website
C008416,2025-05-17,TXN,FAIL,1648.23,Branch
C007450,2025-01-05,CALL,NO_RESPONSE,487.39,Call Center
C004159,2025-01-07,SMS,SUCCESS,2429.59,Call Center
C003926,2025-03-06,APP_LOGIN,NO_RESPONSE,1263.41,Mobile App
C006971,2025-01-12,APP_LOGIN,SUCCESS,111.26,Website
C006939,2025-06-25,CALL,SUCCESS,191.78,Website
C004785,2025-01-25,CALL,SUCCESS,799.74,Website
C004001,2025-05-21,APP_LOGIN,SUCCESS,436.29,Mobile App
C001634,2025-06-18,APP_LOGIN,FAIL,1525.37,Mobile App
C007267,2025-01-10,APP_LOGIN,SUCCESS,1127.19,Branch
C008703,2025-06-17,APP_LOGIN,SUCCESS,950.66,Branch
C000385,2025-02-02,APP_LOGIN,SUCCESS,1571.02,Website
C000405,2025-06-12,SMS,NO_RESPONSE,619.2,Mobile App
C008176,2025-06-14,APP_LOGIN,SUCCESS,298.56,Mobile App
C002001,2025-04-13,SMS,SUCCESS,24.19,Mobile App
C009861,2025-01-16,APP_LOGIN,SUCCESS,382.31,Mobile App
C005990,2025-03-13,CALL,SUCCESS,783.87,Mobile App
C001461,2025-02-02,EMAIL,SUCCESS,3493.04,Call Center
C007191,2025-06-30,TXN,FAIL,2208.86,Mobile App
C007141,2025-02-04,APP_LOGIN,SUCCESS,594.3,Branch
C003637,2025-04-12,APP_LOGIN,NO_RESPONSE,430.98,Call Center
C004810,2025-03-17,CALL,SUCCESS,97.81,Mobile App
C004179,2025-03-20,SMS,NO_RESPONSE,1018.9,Mobile App
C007246,2025-01-17,APP_LOGIN,FAIL,682.83,Mobile App
C006601,2025-01-27,APP_LOGIN,SUCCESS,31.54,Mobile App
C005998,2025-04-24,SMS,SUCCESS,198.17,Branch
C002049,2025-01-21,APP_LOGIN,NO_RESPONSE,421.32,Website
C004781,2025-05-29,EMAIL,SUCCESS,5852.9,Website
C000717,2025-01-17,TXN,SUCCESS,834.63,Mobile App
C007940,2025-06-04,TXN,SUCCESS,519.02,Call Center
C005566,2025-03-17,SMS,FAIL,688.76,Call Center
C004545,2025-06-25,SMS,SUCCESS,141.16,Mobile App
C004977,2025-02-13,EMAIL,SUCCESS,1372.16,Mobile App
C003420,2025-06-13,EMAIL,SUCCESS,2020.71,Mobile App
C007240,2025-01-28,APP_LOGIN,SUCCESS,1617.71,Website
C009767,2025-01-25,CALL,SUCCESS,3590.05,Branch
C000250,2025-02-16,APP_LOGIN,SUCCESS,2122.14,Mobile App
C008866,2025-04-11,APP_LOGIN,SUCCESS,627.23,Mobile App
C000771,2025-01-23,APP_LOGIN,SUCCESS,40.18,Mobile App
C004364,2025-03-16,EMAIL,SUCCESS,439.35,Call Center
C001078,2025-02-19,APP_LOGIN,SUCCESS,132.93,Mobile App
C008428,2025-03-06,CALL,SUCCESS,1626.1,Mobile App
C008581,2025-01-16,APP_LOGIN,SUCCESS,1965.0,Call Center
C007902,2025-05-04,TXN,SUCCESS,524.06,Mobile App
C004859,2025-02-19,APP_LOGIN,SUCCESS,143.77,Mobile App
C006545,2025-01-13,TXN,SUCCESS,1443.43,Branch
C004720,2025-03-21,CALL,SUCCESS,443.15,Call Center
C002815,2025-02-04,APP_LOGIN,NO_RESPONSE,727.11,Mobile App
C003375,2025-04-24,SMS,SUCCESS,16.18,Website
C001253,2025-02-01,EMAIL,NO_RESPONSE,1653.59,Mobile App
C006997,2025-03-28,SMS,SUCCESS,3328.26,Mobile App
C004674,2025-06-02,CALL,NO_RESPONSE,833.67,Mobile App
C004531,2025-06-20,APP_LOGIN,NO_RESPONSE,223.37,Website
C006882,2025-06-05,APP_LOGIN,SUCCESS,896.22,Mobile App
C006950,2025-04-19,CALL,SUCCESS,2644.92,Call Center
C009522,2025-03-07,APP_LOGIN,SUCCESS,439.34,Website
C006242,2025-04-05,CALL,SUCCESS,1303.22,Call Center
C008018,2025-04-07,EMAIL,SUCCESS,1870.32,Website
C006942,2025-06-10,CALL,SUCCESS,179.26,Call Center
C009551,2025-02-16,APP_LOGIN,SUCCESS,610.31,Mobile App
C007003,2025-04-28,CALL,FAIL,13.86,Mobile App
C001332,2025-02-04,EMAIL,NO_RESPONSE,2031.04,Call Center
C004262,2025-04-10,EMAIL,SUCCESS,1087.29,Call Center
C007649,2025-03-05,APP_LOGIN,SUCCESS,281.67,Website
C009551,2025-01-12,SMS,SUCCESS,2150.95,Mobile App
C005116,2025-04-30,APP_LOGIN,FAIL,59.43,Mobile App
C004638,2025-06-30,EMAIL,SUCCESS,67.46,Mobile App
C004855,2025-02-13,APP_LOGIN,SUCCESS,211.89,Website
C003178,2025-06-23,CALL,FAIL,328.09,Mobile App
C007731,2025-01-11,TXN,FAIL,1188.6,Mobile App
C002181,2025-03-30,APP_LOGIN,FAIL,1381.23,Call Center
C004893,2025-02-15,TXN,SUCCESS,113.07,Website
C007044,2025-02-28,CALL,SUCCESS,2146.1,Mobile App
C000138,2025-06-11,APP_LOGIN,SUCCESS,1466.97,Mobile App
C006328,2025-04-09,APP_LOGIN,NO_RESPONSE,1043.11,Website
C003473,2025-05-29,APP_LOGIN,SUCCESS,13.72,Mobile App
C005450,2025-02-21,SMS,SUCCESS,100.26,Mobile App
C002833,2025-02-17,CALL,SUCCESS,808.33,Mobile App
C003580,2025-03-19,EMAIL,SUCCESS,1550.98,Call Center
C005972,2025-05-27,EMAIL,NO_RESPONSE,1523.24,Mobile App
C004165,2025-05-12,EMAIL,FAIL,1388.02,Mobile App
C007942,2025-04-12,CALL,SUCCESS,350.57,Mobile App
C005570,2025-02-01,CALL,FAIL,140.8,Call Center
C004301,2025-03-31,APP_LOGIN,SUCCESS,62.84,Call Center
C006270,2025-06-05,APP_LOGIN,SUCCESS,676.96,Website
C003819,2025-03-17,EMAIL,NO_RESPONSE,589.87,Mobile App
C001907,2025-06-18,APP_LOGIN,NO_RESPONSE,953.02,Mobile App
C006255,2025-02-02,APP_LOGIN,NO_RESPONSE,931.55,Mobile App
C000761,2025-05-22,SMS,NO_RESPONSE,1848.84,Website
C007831,2025-04-14,APP_LOGIN,SUCCESS,1474.04,Mobile App
C007351,2025-02-22,EMAIL,SUCCESS,909.75,Mobile App
C006239,2025-04-18,SMS,SUCCESS,3074.55,Call Center
C006091,2025-02-11,APP_LOGIN,SUCCESS,641.02,Call Center
C006032,2025-02-05,SMS,SUCCESS,3113.3,Call Center
C007688,2025-01-25,APP_LOGIN,SUCCESS,269.64,Mobile App
C009092,2025-06-29,APP_LOGIN,SUCCESS,4817.06,Call Center
C009912,2025-06-17,TXN,SUCCESS,1056.3,Mobile App
C008473,2025-04-25,TXN,SUCCESS,10.7,Call Center
C001888,2025-03-27,TXN,FAIL,303.11,Mobile App
C003267,2025-01-09,TXN,SUCCESS,1658.67,Mobile App
C000667,2025-04-17,EMAIL,SUCCESS,190.69,Website
C004189,2025-03-10,TXN,NO_RESPONSE,891.5,Website
C000672,2025-05-29,EMAIL,FAIL,979.26,Mobile App
C006778,2025-06-30,TXN,NO_RESPONSE,151.93,Branch
C007571,2025-03-11,APP_LOGIN,SUCCESS,1127.05,Call Center
C007957,2025-05-09,TXN,SUCCESS,124.3,Mobile App
C005125,2025-01-31,TXN,SUCCESS,544.96,Mobile App
C005586,2025-06-22,TXN,SUCCESS,500.22,Call Center
C004778,2025-06-05,TXN,SUCCESS,271.47,Mobile App
C003901,2025-05-08,EMAIL,SUCCESS,67.97,Call Center
C006678,2025-05-11,TXN,SUCCESS,239.14,Mobile App
C006982,2025-04-12,CALL,SUCCESS,737.43,Mobile App
C006377,2025-04-26,APP_LOGIN,NO_RESPONSE,837.45,Branch
C000524,2025-06-17,APP_LOGIN,SUCCESS,22.38,Call Center
C002394,2025-01-04,APP_LOGIN,SUCCESS,1791.89,Mobile App
C002594,2025-05-20,APP_LOGIN,SUCCESS,2080.28,Call Center
C009946,2025-05-02,SMS,SUCCESS,842.07,Mobile App
C007241,2025-03-03,SMS,SUCCESS,3962.59,Mobile App
C006938,2025-03-12,APP_LOGIN,SUCCESS,6010.23,Mobile App
C006191,2025-04-02,APP_LOGIN,SUCCESS,90.12,Mobile App
C005241,2025-06-25,SMS,SUCCESS,3284.2,Call Center
C006494,2025-05-15,CALL,SUCCESS,587.95,Branch
C002879,2025-02-25,EMAIL,SUCCESS,937.35,Mobile App
C004144,2025-03-08,TXN,SUCCESS,368.14,Branch
C003645,2025-05-21,TXN,NO_RESPONSE,289.36,Mobile App
C004433,2025-06-29,APP_LOGIN,FAIL,2010.77,Mobile App
C001277,2025-03-04,CALL,SUCCESS,1186.61,Mobile App
C005812,2025-02-10,CALL,NO_RESPONSE,1856.86,Call Center
C000303,2025-05-31,TXN,SUCCESS,36.99,Call Center
C000639,2025-06-24,TXN,SUCCESS,3537.59,Website
C000056,2025-03-06,SMS,SUCCESS,926.23,Mobile App
C008718,2025-06-08,APP_LOGIN,NO_RESPONSE,1103.46,Mobile App
C008151,2025-04-07,TXN,NO_RESPONSE,99.34,Mobile App
C002126,2025-02-05,CALL,SUCCESS,578.52,Branch
C000365,2025-01-14,APP_LOGIN,NO_RESPONSE,721.39,Mobile App
C006810,2025-06-14,TXN,SUCCESS,2047.92,Mobile App
C004622,2025-06-09,TXN,SUCCESS,78.64,Mobile App
C005127,2025-06-30,EMAIL,FAIL,513.31,Branch
C005123,2025-06-05,TXN,SUCCESS,552.18,Mobile App
C001647,2025-02-16,EMAIL,FAIL,1069.12,Mobile App
C000919,2025-03-21,EMAIL,SUCCESS,1271.77,Call Center
C002798,2025-06-09,CALL,NO_RESPONSE,914.81,Mobile App
C006507,2025-06-01,CALL,SUCCESS,968.69,Mobile App
C005871,2025-01-14,APP_LOGIN,SUCCESS,29.8,Mobile App
C001532,2025-06-24,EMAIL,FAIL,540.17,Mobile App
C008173,2025-03-20,TXN,NO_RESPONSE,463.69,Branch
C003346,2025-04-26,TXN,SUCCESS,532.86,Mobile App
C007674,2025-01-01,CALL,NO_RESPONSE,940.02,Website
C006950,2025-01-19,APP_LOGIN,SUCCESS,3257.27,Mobile App
C006883,2025-05-01,APP_LOGIN,NO_RESPONSE,724.87,Branch
C001907,2025-02-27,APP_LOGIN,SUCCESS,304.77,Call Center
C003087,2025-05-15,CALL,FAIL,180.15,Mobile App
C008153,2025-03-18,EMAIL,SUCCESS,355.52,Mobile App
C005751,2025-04-25,APP_LOGIN,SUCCESS,1328.75,Mobile App
C008906,2025-03-05,APP_LOGIN,SUCCESS,96.89,Mobile App
C001063,2025-01-18,TXN,SUCCESS,493.99,Mobile App
C001977,2025-02-19,CALL,FAIL,1039.19,Website
C001297,2025-03-09,SMS,SUCCESS,617.59,Mobile App
C006230,2025-04-01,TXN,SUCCESS,335.39,Mobile App
